BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
6161,UFC 124: St-Pierre vs Koscheck 2,Matthew Riddle vs. Sean Pierson,Sean Pierson,Matthew Riddle,207.5,0.0,0
6160,UFC 124: St-Pierre vs Koscheck 2,Jesse Bongfeldt vs. Rafael Natal,Rafael Natal,Jesse Bongfeldt,220.0,167.0,0
6159,UFC 124: St-Pierre vs Koscheck 2,Mark Bocek vs. Dustin Hazelett,Dustin Hazelett,Mark Bocek,591.0,-211.0,1
6158,UFC 124: St-Pierre vs Koscheck 2,Joe Doerksen vs. Dan Miller,Dan Miller,Joe Doerksen,37.5,-33.5,0
6157,UFC 124: St-Pierre vs Koscheck 2,Thiago Alves vs. John Howard,John Howard,Thiago Alves,91.5,187.5,1
6156,UFC 124: St-Pierre vs Koscheck 2,Joe Stevenson vs. Mac Danzig,Mac Danzig,Joe Stevenson,-57.0,-23.0,0
6155,UFC 124: St-Pierre vs Koscheck 2,Jim Miller vs. Charles Oliveira,Charles Oliveira,Jim Miller,79.0,299.0,1
6154,UFC 124: St-Pierre vs Koscheck 2,Stefan Struve vs. Sean McCorkle,Sean McCorkle,Stefan Struve,4.0,112.5,1
6153,UFC 124: St-Pierre vs Koscheck 2,Georges St-Pierre vs. Josh Koscheck,Josh Koscheck,Georges St-Pierre,512.0,35.0,1
6152,UFC 125: Resolution,Jacob Volkmann vs. Antonio McKee,Antonio McKee,Jacob Volkmann,368.5,-53.5,1
6151,UFC 125: Resolution,Daniel Roberts vs. Greg Soto,Greg Soto,Daniel Roberts,-188.16666666666666,-215.83333333333334,1
6150,UFC 125: Resolution,Mike Brown vs. Diego Nunes,Diego Nunes,Mike Brown,165.0,-165.0,0
6149,UFC 125: Resolution,Phil Baroni vs. Brad Tavares,Brad Tavares,Phil Baroni,-584.0,-62.0,0
6148,UFC 125: Resolution,Dustin Poirier vs. Josh Grispi,Josh Grispi,Dustin Poirier,307.0,-307.0,1
6147,UFC 125: Resolution,Jeremy Stephens vs. Marcus Davis,Marcus Davis,Jeremy Stephens,8.0,-153.5,1
6146,UFC 125: Resolution,Clay Guida vs. Takanori Gomi,Takanori Gomi,Clay Guida,353.5,-26.0,1
6145,UFC 125: Resolution,Nate Diaz vs. Dong Hyun Kim,Dong Hyun Kim,Nate Diaz,-634.0,-3.0,0
6144,UFC 125: Resolution,Brandon Vera vs. Thiago Silva,Thiago Silva,Brandon Vera,-773.0,139.0,0
6143,UFC 125: Resolution,Chris Leben vs. Brian Stann,Brian Stann,Chris Leben,-284.5,10.5,0
6142,UFC 125: Resolution,Frankie Edgar vs. Gray Maynard,Gray Maynard,Frankie Edgar,-195.5,42.5,0
6141,UFC Fight Night: Fight for the Troops 2,Will Campuzano vs. Chris Cariaso,Chris Cariaso,Will Campuzano,161.0,485.0,0
6140,UFC Fight Night: Fight for the Troops 2,Charlie Brenneman vs. Amilcar Alves,Amilcar Alves,Charlie Brenneman,327.0,-612.0,1
6139,UFC Fight Night: Fight for the Troops 2,Waylon Lowe vs. Willamy Freire,Willamy Freire,Waylon Lowe,161.5,-576.0,1
6138,UFC Fight Night: Fight for the Troops 2,Rani Yahya vs. Mike Brown,Mike Brown,Rani Yahya,169.0,87.0,1
6137,UFC Fight Night: Fight for the Troops 2,DaMarques Johnson vs. Mike Guymon,Mike Guymon,DaMarques Johnson,-185.0,145.5,1
6136,UFC Fight Night: Fight for the Troops 2,Cody McKenzie vs. Yves Edwards,Yves Edwards,Cody McKenzie,-431.0,15.0,0
6135,UFC Fight Night: Fight for the Troops 2,Cole Miller vs. Matt Wiman,Matt Wiman,Cole Miller,15.0,-37.0,0
6134,UFC Fight Night: Fight for the Troops 2,Pat Barry vs. Joey Beltran,Joey Beltran,Pat Barry,-156.0,188.0,1
6133,UFC Fight Night: Fight for the Troops 2,Mark Hominick vs. George Roop,George Roop,Mark Hominick,7.0,-7.0,1
6132,UFC Fight Night: Fight for the Troops 2,Matt Mitrione vs. Tim Hague,Tim Hague,Matt Mitrione,-59.5,237.5,1
6131,UFC Fight Night: Fight for the Troops 2,Melvin Guillard vs. Evan Dunham,Evan Dunham,Melvin Guillard,-283.5,-209.5,1
6130,UFC 126: Silva vs Belfort,Mike Pierce vs. Kenny Robertson,Kenny Robertson,Mike Pierce,693.5,-239.0,1
6129,UFC 126: Silva vs Belfort,Kyle Kingsbury vs. Ricardo Romero,Ricardo Romero,Kyle Kingsbury,45.0,-56.0,1
6128,UFC 126: Silva vs Belfort,Paul Taylor vs. Gabe Ruediger,Gabe Ruediger,Paul Taylor,0.0,-66.0,1
6127,UFC 126: Silva vs Belfort,Norifumi Yamamoto vs. Demetrious Johnson,Demetrious Johnson,Norifumi Yamamoto,-199.0,199.0,0
6126,UFC 126: Silva vs Belfort,Chad Mendes vs. Michihiro Omigawa,Michihiro Omigawa,Chad Mendes,343.0,-343.0,1
6125,UFC 126: Silva vs Belfort,Donald Cerrone vs. Paul Kelly,Paul Kelly,Donald Cerrone,-33.333333333333314,-215.0,1
6124,UFC 126: Silva vs Belfort,Miguel Torres vs. Antonio Banuelos,Antonio Banuelos,Miguel Torres,-1.0,1.0,1
6123,UFC 126: Silva vs Belfort,Jake Ellenberger vs. Carlos Eduardo Rocha,Carlos Eduardo Rocha,Jake Ellenberger,520.0,-79.0,1
6122,UFC 126: Silva vs Belfort,Jon Jones vs. Ryan Bader,Ryan Bader,Jon Jones,-114.5,-6.0,1
6121,UFC 126: Silva vs Belfort,Forrest Griffin vs. Rich Franklin,Rich Franklin,Forrest Griffin,348.0,-8.0,1
6120,UFC 126: Silva vs Belfort,Anderson Silva vs. Vitor Belfort,Vitor Belfort,Anderson Silva,52.5,593.5,1
6119,UFC 127: Penn vs Fitch,Maciej Jewtuszko vs. Curt Warburton,Curt Warburton,Maciej Jewtuszko,-461.0,372.0,0
6118,UFC 127: Penn vs Fitch,Mark Hunt vs. Chris Tuchscherer,Chris Tuchscherer,Mark Hunt,34.0,-7.0,1
6117,UFC 127: Penn vs Fitch,Zhang Tiequan vs. Jason Reinhardt,Jason Reinhardt,Zhang Tiequan,-9.0,9.0,1
6116,UFC 127: Penn vs Fitch,Tom Blackledge vs. Anthony Perosh,Anthony Perosh,Tom Blackledge,-59.0,59.0,0
6115,UFC 127: Penn vs Fitch,Nick Ring vs. Riki Fukuda,Riki Fukuda,Nick Ring,-288.0,288.0,1
6114,UFC 127: Penn vs Fitch,Alexander Gustafsson vs. James Te Huna,James Te Huna,Alexander Gustafsson,-10.0,58.5,1
6113,UFC 127: Penn vs Fitch,Ross Pearson vs. Spencer Fisher,Spencer Fisher,Ross Pearson,-23.0,-176.5,1
6112,UFC 127: Penn vs Fitch,Chris Camozzi vs. Kyle Noke,Kyle Noke,Chris Camozzi,7.0,95.0,0
6111,UFC 127: Penn vs Fitch,Brian Ebersole vs. Chris Lytle,Chris Lytle,Brian Ebersole,381.0,40.5,1
6110,UFC 127: Penn vs Fitch,George Sotiropoulos vs. Dennis Siver,Dennis Siver,George Sotiropoulos,209.66666666666666,98.5,0
6109,UFC 127: Penn vs Fitch,Michael Bisping vs. Jorge Rivera,Jorge Rivera,Michael Bisping,-88.0,22.5,1
6108,UFC 127: Penn vs Fitch,BJ Penn vs. Jon Fitch,Jon Fitch,BJ Penn,-580.6666666666666,53.66666666666666,0
6107,UFC Live: Sanchez vs Kampmann,Igor Pokrajac vs. Todd Brown,Todd Brown,Igor Pokrajac,-58.5,168.0,1
6106,UFC Live: Sanchez vs Kampmann,David Branch vs. Rousimar Palhares,Rousimar Palhares,David Branch,411.6666666666667,124.5,0
6105,UFC Live: Sanchez vs Kampmann,Rob Kimmons vs. Dongi Yang,Dongi Yang,Rob Kimmons,117.5,235.5,0
6104,UFC Live: Sanchez vs Kampmann,Takeya Mizugaki vs. Reuben Duran,Reuben Duran,Takeya Mizugaki,194.0,-194.0,1
6103,UFC Live: Sanchez vs Kampmann,Thiago Tavares vs. Shane Roller,Shane Roller,Thiago Tavares,166.0,-24.0,0
6102,UFC Live: Sanchez vs Kampmann,Joe Stevenson vs. Danny Castillo,Danny Castillo,Joe Stevenson,-313.0,-222.0,0
6101,UFC Live: Sanchez vs Kampmann,Steve Cantwell vs. Cyrille Diabate,Cyrille Diabate,Steve Cantwell,75.0,-88.0,0
6100,UFC Live: Sanchez vs Kampmann,Brian Bowles vs. Damacio Page,Damacio Page,Brian Bowles,-10.0,10.0,1
6099,UFC Live: Sanchez vs Kampmann,Alessio Sakara vs. Chris Weidman,Chris Weidman,Alessio Sakara,-478.0,-3.0,0
6098,UFC Live: Sanchez vs Kampmann,CB Dollaway vs. Mark Munoz,Mark Munoz,CB Dollaway,-154.33333333333334,-104.0,0
6097,UFC Live: Sanchez vs Kampmann,Diego Sanchez vs. Martin Kampmann,Martin Kampmann,Diego Sanchez,31.5,-107.5,1
6096,UFC 128: Shogun vs Jones,Erik Koch vs. Raphael Assuncao,Raphael Assuncao,Erik Koch,2.0,-2.0,1
6095,UFC 128: Shogun vs Jones,Constantinos Philippou vs. Nick Catone,Nick Catone,Constantinos Philippou,-518.0,518.0,0
6094,UFC 128: Shogun vs Jones,Joseph Benavidez vs. Ian Loveland,Ian Loveland,Joseph Benavidez,-155.0,15.0,1
6093,UFC 128: Shogun vs Jones,Kurt Pellegrino vs. Gleison Tibau,Gleison Tibau,Kurt Pellegrino,154.5,131.0,0
6092,UFC 128: Shogun vs Jones,Ricardo Almeida vs. Mike Pyle,Mike Pyle,Ricardo Almeida,85.83333333333331,-65.5,0
6091,UFC 128: Shogun vs Jones,Edson Barboza vs. Anthony Njokuani,Anthony Njokuani,Edson Barboza,284.0,-35.0,1
6090,UFC 128: Shogun vs Jones,Luiz Cane vs. Eliot Marshall,Eliot Marshall,Luiz Cane,65.0,-77.0,1
6089,UFC 128: Shogun vs Jones,Mirko Filipovic vs. Brendan Schaub,Brendan Schaub,Mirko Filipovic,127.83333333333333,136.5,0
6088,UFC 128: Shogun vs Jones,Dan Miller vs. Nate Marquardt,Nate Marquardt,Dan Miller,161.5,-79.33333333333334,0
6087,UFC 128: Shogun vs Jones,Jim Miller vs. Kamal Shalorus,Kamal Shalorus,Jim Miller,44.333333333333314,58.0,1
6086,UFC 128: Shogun vs Jones,Urijah Faber vs. Eddie Wineland,Eddie Wineland,Urijah Faber,203.0,-203.0,1
6085,UFC 128: Shogun vs Jones,Mauricio Rua vs. Jon Jones,Jon Jones,Mauricio Rua,-125.66666666666666,53.0,0
6084,UFC Fight Night: Nogueira vs Davis,Waylon Lowe vs. Nik Lentz,Nik Lentz,Waylon Lowe,-147.0,-127.0,0
6083,UFC Fight Night: Nogueira vs Davis,Mario Miranda vs. Aaron Simpson,Aaron Simpson,Mario Miranda,-21.666666666666686,102.5,0
6082,UFC Fight Night: Nogueira vs Davis,Johny Hendricks vs. TJ Waldburger,TJ Waldburger,Johny Hendricks,-377.3333333333333,7.0,1
6081,UFC Fight Night: Nogueira vs Davis,Sean McCorkle vs. Christian Morecraft,Christian Morecraft,Sean McCorkle,-192.0,17.0,0
6080,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Edwin Figueroa,Michael McDonald,5.0,-5.0,1
6079,UFC Fight Night: Nogueira vs Davis,John Hathaway vs. Kris McCray,Kris McCray,John Hathaway,97.0,106.5,1
6078,UFC Fight Night: Nogueira vs Davis,Alex Caceres vs. Mackens Semerzier,Mackens Semerzier,Alex Caceres,-172.0,172.0,0
6077,UFC Fight Night: Nogueira vs Davis,Jon Madsen vs. Mike Russow,Mike Russow,Jon Madsen,209.33333333333331,2.6666666666666665,0
6076,UFC Fight Night: Nogueira vs Davis,Chan Sung Jung vs. Leonard Garcia,Leonard Garcia,Chan Sung Jung,106.0,-161.0,1
6075,UFC Fight Night: Nogueira vs Davis,DaMarques Johnson vs. Amir Sadollah,Amir Sadollah,DaMarques Johnson,62.333333333333314,-275.5,0
6074,UFC Fight Night: Nogueira vs Davis,Anthony Johnson vs. Dan Hardy,Dan Hardy,Anthony Johnson,746.5,-618.5,1
6073,UFC Fight Night: Nogueira vs Davis,Phil Davis vs. Rogerio Nogueira,Rogerio Nogueira,Phil Davis,307.5,-249.33333333333334,1
6072,UFC 129: St-Pierre vs Shields,Yves Jabouin vs. Pablo Garza,Pablo Garza,Yves Jabouin,39.0,26.0,0
6071,UFC 129: St-Pierre vs Shields,John Makdessi vs. Kyle Watson,Kyle Watson,John Makdessi,-128.0,-174.0,1
6070,UFC 129: St-Pierre vs Shields,Jason MacDonald vs. Ryan Jensen,Ryan Jensen,Jason MacDonald,-19.5,26.0,1
6069,UFC 129: St-Pierre vs Shields,Ivan Menjivar vs. Charlie Valencia,Charlie Valencia,Ivan Menjivar,13.0,-13.0,1
6068,UFC 129: St-Pierre vs Shields,Daniel Roberts vs. Claude Patrick,Claude Patrick,Daniel Roberts,-363.5,-34.25,0
6067,UFC 129: St-Pierre vs Shields,Jake Ellenberger vs. Sean Pierson,Sean Pierson,Jake Ellenberger,102.5,68.0,1
6066,UFC 129: St-Pierre vs Shields,Nate Diaz vs. Rory MacDonald,Rory MacDonald,Nate Diaz,-116.33333333333331,-77.0,0
6065,UFC 129: St-Pierre vs Shields,Mark Bocek vs. Benson Henderson,Benson Henderson,Mark Bocek,17.5,-202.5,0
6064,UFC 129: St-Pierre vs Shields,Vladimir Matyushenko vs. Jason Brilz,Jason Brilz,Vladimir Matyushenko,-322.83333333333337,-121.0,1
6063,UFC 129: St-Pierre vs Shields,Lyoto Machida vs. Randy Couture,Randy Couture,Lyoto Machida,-16.5,87.5,1
6062,UFC 129: St-Pierre vs Shields,Jose Aldo vs. Mark Hominick,Mark Hominick,Jose Aldo,546.0,258.0,1
6061,UFC 129: St-Pierre vs Shields,Georges St-Pierre vs. Jake Shields,Jake Shields,Georges St-Pierre,311.5,-139.5,1
6060,UFC 130: Rampage vs Hamill,Cole Escovedo vs. Renan Barao,Renan Barao,Cole Escovedo,-501.0,501.0,0
6059,UFC 130: Rampage vs Hamill,Michael McDonald vs. Chris Cariaso,Chris Cariaso,Michael McDonald,207.0,235.0,1
6058,UFC 130: Rampage vs Hamill,Gleison Tibau vs. Rafaello Oliveira,Rafaello Oliveira,Gleison Tibau,57.0,62.666666666666686,1
6057,UFC 130: Rampage vs Hamill,Kendall Grove vs. Tim Boetsch,Tim Boetsch,Kendall Grove,-70.83333333333334,165.5,0
6056,UFC 130: Rampage vs Hamill,Miguel Torres vs. Demetrious Johnson,Demetrious Johnson,Miguel Torres,-226.0,-26.0,0
6055,UFC 130: Rampage vs Hamill,Brian Stann vs. Jorge Santiago,Jorge Santiago,Brian Stann,196.0,81.0,1
6054,UFC 130: Rampage vs Hamill,Thiago Alves vs. Rick Story,Rick Story,Thiago Alves,-209.0,95.33333333333334,0
6053,UFC 130: Rampage vs Hamill,Stefan Struve vs. Travis Browne,Travis Browne,Stefan Struve,-97.0,25.166666666666657,0
6052,UFC 130: Rampage vs Hamill,Frank Mir vs. Roy Nelson,Roy Nelson,Frank Mir,87.0,66.5,1
6051,UFC 130: Rampage vs Hamill,Quinton Jackson vs. Matt Hamill,Matt Hamill,Quinton Jackson,-63.0,370.0,1
6050,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Reuben Duran vs. Francisco Rivera,Francisco Rivera,Reuben Duran,2.0,-161.0,1
6049,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Scott Jorgensen vs. Ken Stone,Ken Stone,Scott Jorgensen,48.0,-48.0,1
6048,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Harvison vs. Justin Edwards,Justin Edwards,Clay Harvison,-183.0,183.0,1
6047,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ryan McGillivray vs. Shamar Bailey,Shamar Bailey,Ryan McGillivray,-561.0,561.0,0
6046,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Josh Grispi vs. George Roop,George Roop,Josh Grispi,162.0,462.0,0
6045,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Danny Downes vs. Jeremy Stephens,Jeremy Stephens,Danny Downes,-17.333333333333336,392.3333333333333,0
6044,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chuck O'Neil vs. Chris Cope,Chris Cope,Chuck O'Neil,69.0,-69.0,0
6043,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Fabio Maldonado vs. Kyle Kingsbury,Kyle Kingsbury,Fabio Maldonado,58.5,63.5,0
6042,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ed Herman vs. Tim Credeur,Tim Credeur,Ed Herman,3.0,-3.0,1
6041,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Guida vs. Anthony Pettis,Anthony Pettis,Clay Guida,234.66666666666669,-588.6666666666666,1
6040,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ramsey Nijem vs. Tony Ferguson,Tony Ferguson,Ramsey Nijem,-74.0,74.0,0
6039,UFC 131: Dos Santos vs Carwin,Darren Elkins vs. Michihiro Omigawa,Michihiro Omigawa,Darren Elkins,-13.5,-373.5,1
6038,UFC 131: Dos Santos vs Carwin,Joey Beltran vs. Aaron Rosa,Aaron Rosa,Joey Beltran,186.0,-249.66666666666669,1
6037,UFC 131: Dos Santos vs Carwin,Dustin Poirier vs. Jason Young,Jason Young,Dustin Poirier,418.0,-118.0,1
6036,UFC 131: Dos Santos vs Carwin,Nick Ring vs. James Head,James Head,Nick Ring,-19.0,-247.0,1
6035,UFC 131: Dos Santos vs Carwin,Mike Massenzio vs. Krzysztof Soszynski,Krzysztof Soszynski,Mike Massenzio,201.5,50.5,0
6034,UFC 131: Dos Santos vs Carwin,Jesse Bongfeldt vs. Chris Weidman,Chris Weidman,Jesse Bongfeldt,-163.0,359.0,0
6033,UFC 131: Dos Santos vs Carwin,Yves Edwards vs. Sam Stout,Sam Stout,Yves Edwards,264.5,74.5,0
6032,UFC 131: Dos Santos vs Carwin,Vagner Rocha vs. Donald Cerrone,Donald Cerrone,Vagner Rocha,-155.0,40.0,0
6031,UFC 131: Dos Santos vs Carwin,Dave Herman vs. Jon Olav Einemo,Jon Olav Einemo,Dave Herman,-70.0,70.0,1
6030,UFC 131: Dos Santos vs Carwin,Mark Munoz vs. Demian Maia,Demian Maia,Mark Munoz,-241.0,99.41666666666666,1
6029,UFC 131: Dos Santos vs Carwin,Kenny Florian vs. Diego Nunes,Diego Nunes,Kenny Florian,-77.5,-91.5,1
6028,UFC 131: Dos Santos vs Carwin,Shane Carwin vs. Junior Dos Santos,Junior Dos Santos,Shane Carwin,143.5,33.0,0
6027,UFC Live: Kongo vs Barry,Michael Johnson vs. Edward Faaloloto,Edward Faaloloto,Michael Johnson,63.0,521.0,1
6026,UFC Live: Kongo vs Barry,Ricardo Lamas vs. Matt Grice,Matt Grice,Ricardo Lamas,109.0,-109.0,1
6025,UFC Live: Kongo vs Barry,Nik Lentz vs. Charles Oliveira,Charles Oliveira,Nik Lentz,361.9166666666667,90.25,0
6024,UFC Live: Kongo vs Barry,Daniel Roberts vs. Rich Attonito,Rich Attonito,Daniel Roberts,56.0,-189.9333333333333,0
6023,UFC Live: Kongo vs Barry,Joe Lauzon vs. Curt Warburton,Curt Warburton,Joe Lauzon,-410.5,38.5,1
6022,UFC Live: Kongo vs Barry,Joe Stevenson vs. Javier Vazquez,Javier Vazquez,Joe Stevenson,-142.5,76.0,0
6021,UFC Live: Kongo vs Barry,Tyson Griffin vs. Manvel Gamburyan,Manvel Gamburyan,Tyson Griffin,-9.666666666666657,19.66666666666663,1
6020,UFC Live: Kongo vs Barry,Christian Morecraft vs. Matt Mitrione,Matt Mitrione,Christian Morecraft,256.1666666666667,-139.0,0
6019,UFC Live: Kongo vs Barry,Matt Brown vs. John Howard,John Howard,Matt Brown,37.99999999999999,-1.3333333333333712,1
6018,UFC Live: Kongo vs Barry,Charlie Brenneman vs. Rick Story,Rick Story,Charlie Brenneman,80.41666666666669,-74.66666666666667,1
6017,UFC Live: Kongo vs Barry,Cheick Kongo vs. Pat Barry,Pat Barry,Cheick Kongo,359.5,-230.0,1
6016,UFC 132: Cruz vs Faber,Jeff Hougland vs. Donny Walker,Donny Walker,Jeff Hougland,-157.0,157.0,1
6015,UFC 132: Cruz vs Faber,Anthony Njokuani vs. Andre Winner,Andre Winner,Anthony Njokuani,5.666666666666671,-259.0,1
6014,UFC 132: Cruz vs Faber,Brad Tavares vs. Aaron Simpson,Aaron Simpson,Brad Tavares,-24.5,10.833333333333314,0
6013,UFC 132: Cruz vs Faber,Brian Bowles vs. Takeya Mizugaki,Takeya Mizugaki,Brian Bowles,-246.0,-42.0,1
6012,UFC 132: Cruz vs Faber,George Sotiropoulos vs. Rafael Dos Anjos,Rafael Dos Anjos,George Sotiropoulos,-28.0,-94.66666666666667,0
6011,UFC 132: Cruz vs Faber,Melvin Guillard vs. Shane Roller,Shane Roller,Melvin Guillard,-9.666666666666668,20.0,1
6010,UFC 132: Cruz vs Faber,Carlos Condit vs. Dong Hyun Kim,Dong Hyun Kim,Carlos Condit,-495.5,51.0,1
6009,UFC 132: Cruz vs Faber,Tito Ortiz vs. Ryan Bader,Ryan Bader,Tito Ortiz,-111.5,98.0,1
6008,UFC 132: Cruz vs Faber,Dennis Siver vs. Matt Wiman,Matt Wiman,Dennis Siver,-310.75,-13.0,1
6007,UFC 132: Cruz vs Faber,Wanderlei Silva vs. Chris Leben,Chris Leben,Wanderlei Silva,-25.0,-278.3333333333333,0
6006,UFC 132: Cruz vs Faber,Dominick Cruz vs. Urijah Faber,Urijah Faber,Dominick Cruz,-169.0,-58.0,1
6005,UFC 133: Evans vs Ortiz 2,Rafael Natal vs. Paul Bradley,Paul Bradley,Rafael Natal,74.0,251.5,1
6004,UFC 133: Evans vs Ortiz 2,Mike Brown vs. Nam Phan,Nam Phan,Mike Brown,95.0,241.0,1
6003,UFC 133: Evans vs Ortiz 2,Johny Hendricks vs. Mike Pierce,Mike Pierce,Johny Hendricks,-338.16666666666663,79.91666666666667,1
6002,UFC 133: Evans vs Ortiz 2,Ivan Menjivar vs. Nick Pace,Nick Pace,Ivan Menjivar,-472.0,-194.0,1
6001,UFC 133: Evans vs Ortiz 2,Chad Mendes vs. Rani Yahya,Rani Yahya,Chad Mendes,-89.0,-185.0,1
6000,UFC 133: Evans vs Ortiz 2,Matt Hamill vs. Alexander Gustafsson,Alexander Gustafsson,Matt Hamill,3.666666666666657,-114.66666666666667,0
5999,UFC 133: Evans vs Ortiz 2,Rory MacDonald vs. Mike Pyle,Mike Pyle,Rory MacDonald,51.5,32.33333333333334,1
5998,UFC 133: Evans vs Ortiz 2,Jorge Rivera vs. Constantinos Philippou,Constantinos Philippou,Jorge Rivera,44.5,-479.5,0
5997,UFC 133: Evans vs Ortiz 2,Dennis Hallman vs. Brian Ebersole,Brian Ebersole,Dennis Hallman,-97.0,-62.0,0
5996,UFC 133: Evans vs Ortiz 2,Vitor Belfort vs. Yoshihiro Akiyama,Yoshihiro Akiyama,Vitor Belfort,-253.5,-7.5,1
5995,UFC 133: Evans vs Ortiz 2,Rashad Evans vs. Tito Ortiz,Tito Ortiz,Rashad Evans,459.0,-64.5,1
5994,UFC Live: Hardy vs Lytle,Edwin Figueroa vs. Jason Reinhardt,Jason Reinhardt,Edwin Figueroa,226.0,240.0,1
5993,UFC Live: Hardy vs Lytle,Jacob Volkmann vs. Danny Castillo,Danny Castillo,Jacob Volkmann,132.66666666666669,-26.666666666666686,1
5992,UFC Live: Hardy vs Lytle,Cole Miller vs. TJ O'Brien,TJ O'Brien,Cole Miller,-6.0,166.0,1
5991,UFC Live: Hardy vs Lytle,Jimy Hettes vs. Alex Caceres,Alex Caceres,Jimy Hettes,271.0,-41.0,1
5990,UFC Live: Hardy vs Lytle,Ronny Markes vs. Karlos Vemola,Karlos Vemola,Ronny Markes,673.5,-258.5,1
5989,UFC Live: Hardy vs Lytle,Ed Herman vs. Kyle Noke,Kyle Noke,Ed Herman,-79.33333333333333,-40.333333333333336,1
5988,UFC Live: Hardy vs Lytle,Joseph Benavidez vs. Eddie Wineland,Eddie Wineland,Joseph Benavidez,124.0,-291.0,1
5987,UFC Live: Hardy vs Lytle,CB Dollaway vs. Jared Hamman,Jared Hamman,CB Dollaway,-211.0,-250.0,0
5986,UFC Live: Hardy vs Lytle,Amir Sadollah vs. Duane Ludwig,Duane Ludwig,Amir Sadollah,49.33333333333333,243.83333333333331,0
5985,UFC Live: Hardy vs Lytle,Donald Cerrone vs. Charles Oliveira,Charles Oliveira,Donald Cerrone,75.5,-78.75,1
5984,UFC Live: Hardy vs Lytle,Jim Miller vs. Benson Henderson,Benson Henderson,Jim Miller,-202.25,-54.0,0
5983,UFC Live: Hardy vs Lytle,Dan Hardy vs. Chris Lytle,Chris Lytle,Dan Hardy,-66.66666666666667,482.33333333333337,0
5982,UFC 134: Silva vs Okami,Yves Jabouin vs. Ian Loveland,Ian Loveland,Yves Jabouin,-158.5,-87.5,1
5981,UFC 134: Silva vs Okami,Iuri Alcantara vs. Felipe Arantes,Felipe Arantes,Iuri Alcantara,299.0,-299.0,1
5980,UFC 134: Silva vs Okami,Erick Silva vs. Luis Ramos,Luis Ramos,Erick Silva,5.0,-5.0,1
5979,UFC 134: Silva vs Okami,Raphael Assuncao vs. Johnny Eduardo,Johnny Eduardo,Raphael Assuncao,-4.0,-293.0,1
5978,UFC 134: Silva vs Okami,Paulo Thiago vs. David Mitchell,David Mitchell,Paulo Thiago,-2.5,-166.5,1
5977,UFC 134: Silva vs Okami,Rousimar Palhares vs. Dan Miller,Dan Miller,Rousimar Palhares,-201.75,-81.5,1
5976,UFC 134: Silva vs Okami,Thiago Tavares vs. Spencer Fisher,Spencer Fisher,Thiago Tavares,50.83333333333334,-184.16666666666663,1
5975,UFC 134: Silva vs Okami,Luiz Cane vs. Stanislav Nedkov,Stanislav Nedkov,Luiz Cane,56.0,5.0,0
5974,UFC 134: Silva vs Okami,Antonio Rodrigo Nogueira vs. Brendan Schaub,Brendan Schaub,Antonio Rodrigo Nogueira,-91.5,-7.5,1
5973,UFC 134: Silva vs Okami,Ross Pearson vs. Edson Barboza,Edson Barboza,Ross Pearson,-113.16666666666667,28.0,0
5972,UFC 134: Silva vs Okami,Mauricio Rua vs. Forrest Griffin,Forrest Griffin,Mauricio Rua,-333.5,240.5,1
5971,UFC 134: Silva vs Okami,Anderson Silva vs. Yushin Okami,Yushin Okami,Anderson Silva,-195.33333333333334,313.3333333333333,1
5970,UFC Fight Night: Shields vs Ellenberger,Justin Edwards vs. Jorge Lopez,Jorge Lopez,Justin Edwards,8.0,-32.0,1
5969,UFC Fight Night: Shields vs Ellenberger,Robert Peralta vs. Mike Lullo,Mike Lullo,Robert Peralta,28.0,-25.0,1
5968,UFC Fight Night: Shields vs Ellenberger,TJ Waldburger vs. Mike Stumpf,Mike Stumpf,TJ Waldburger,317.5,-135.5,1
5967,UFC Fight Night: Shields vs Ellenberger,Clay Harvison vs. Seth Baczynski,Seth Baczynski,Clay Harvison,124.0,-280.0,0
5966,UFC Fight Night: Shields vs Ellenberger,Ken Stone vs. Donny Walker,Donny Walker,Ken Stone,-358.0,-153.0,1
5965,UFC Fight Night: Shields vs Ellenberger,Matthew Riddle vs. Lance Benoist,Lance Benoist,Matthew Riddle,7.0,-313.6666666666667,0
5964,UFC Fight Night: Shields vs Ellenberger,Evan Dunham vs. Shamar Bailey,Shamar Bailey,Evan Dunham,-352.0,171.0,1
5963,UFC Fight Night: Shields vs Ellenberger,Cody McKenzie vs. Vagner Rocha,Vagner Rocha,Cody McKenzie,56.0,52.5,0
